,whale,k,pool_ratio,size,duration,search_ratio,gas_fee,performance
0,0.2,5,0.2,100,5,0.05,0.05,0.5188
0,0.2,5,0.2,100,5,0.05,0.2,0.5112
0,0.2,5,0.2,100,5,0.2,0.0,0.5794
0,0.2,5,0.2,100,5,0.2,0.05,0.596
0,0.2,5,0.2,100,5,0.2,0.2,0.586
0,0.2,5,0.2,100,5,0.5,0.0,0.6518
0,0.2,5,0.2,100,5,0.5,0.05,0.6452
0,0.2,5,0.2,100,5,0.5,0.2,0.648
0,0.2,5,0.2,100,5,1.0,0.0,0.6772
0,0.2,5,0.2,100,5,1.0,0.05,0.67
0,0.2,5,0.2,100,5,1.0,0.2,0.6766
0,0.2,5,0.5,100,5,0.01,0.0,0.4922
0,0.2,5,0.5,100,5,0.01,0.05,0.5074
0,0.2,5,0.5,100,5,0.01,0.2,0.4928
0,0.2,5,0.5,100,5,0.05,0.0,0.5102
0,0.2,5,0.5,100,5,0.05,0.05,0.5152
0,0.2,5,0.5,100,5,0.05,0.2,0.5068
0,0.2,5,0.5,100,5,0.2,0.0,0.6012
0,0.2,5,0.5,100,5,0.2,0.05,0.5932
0,0.2,5,0.5,100,5,0.2,0.2,0.6062
0,0.2,5,0.5,100,5,0.5,0.0,0.6604
0,0.2,5,0.5,100,5,0.5,0.05,0.6646
0,0.2,5,0.5,100,5,0.5,0.2,0.6668
0,0.2,5,0.5,100,5,1.0,0.0,0.6854
0,0.2,5,0.5,100,5,1.0,0.05,0.6898
0,0.2,5,0.5,100,5,1.0,0.2,0.686
0,0.2,5,0.05,100,10,0.01,0.0,0.497
0,0.2,5,0.05,100,10,0.01,0.05,0.504
0,0.2,5,0.05,100,10,0.01,0.2,0.5056
0,0.2,5,0.05,100,10,0.05,0.0,0.4868
0,0.2,5,0.05,100,10,0.05,0.05,0.5006
0,0.2,5,0.05,100,10,0.05,0.2,0.5006
0,0.2,5,0.05,100,10,0.2,0.0,0.5778
0,0.2,5,0.05,100,10,0.2,0.05,0.57
0,0.2,5,0.05,100,10,0.2,0.2,0.5754
0,0.2,5,0.05,100,10,0.5,0.0,0.6092
0,0.2,5,0.05,100,10,0.5,0.05,0.615
0,0.2,5,0.05,100,10,0.5,0.2,0.5986
0,0.2,5,0.05,100,10,1.0,0.0,0.6456
0,0.2,5,0.05,100,10,1.0,0.05,0.6458
0,0.2,5,0.05,100,10,1.0,0.2,0.6424
0,0.2,5,0.2,100,10,0.01,0.0,0.503
0,0.2,5,0.2,100,10,0.01,0.05,0.502
0,0.2,5,0.2,100,10,0.01,0.2,0.5012
0,0.2,5,0.2,100,10,0.05,0.0,0.5324
0,0.2,5,0.2,100,10,0.05,0.05,0.533
0,0.2,5,0.2,100,10,0.05,0.2,0.5372
0,0.2,5,0.2,100,10,0.2,0.0,0.6064
0,0.2,5,0.2,100,10,0.2,0.05,0.6104
0,0.2,5,0.2,100,10,0.2,0.2,0.6118
0,0.2,5,0.2,100,10,0.5,0.0,0.6524
0,0.2,5,0.2,100,10,0.5,0.05,0.6528
0,0.2,5,0.2,100,10,0.5,0.2,0.6456
0,0.2,5,0.2,100,10,1.0,0.0,0.6658
0,0.2,5,0.2,100,10,1.0,0.05,0.6746
0,0.2,5,0.2,100,10,1.0,0.2,0.6758
0,0.2,5,0.5,100,10,0.01,0.0,0.513
0,0.2,5,0.5,100,10,0.01,0.05,0.5014
0,0.2,5,0.5,100,10,0.01,0.2,0.5066
0,0.2,5,0.5,100,10,0.05,0.0,0.5372
0,0.2,5,0.5,100,10,0.05,0.05,0.539
0,0.2,5,0.5,100,10,0.05,0.2,0.5372
0,0.2,5,0.5,100,10,0.2,0.0,0.6164
0,0.2,5,0.5,100,10,0.2,0.05,0.6066
0,0.2,5,0.5,100,10,0.2,0.2,0.6086
0,0.2,5,0.5,100,10,0.5,0.0,0.6674
0,0.2,5,0.5,100,10,0.5,0.05,0.6668
0,0.2,5,0.5,100,10,0.5,0.2,0.659
0,0.2,5,0.5,100,10,1.0,0.0,0.6956
0,0.2,5,0.5,100,10,1.0,0.05,0.6818
0,0.2,5,0.5,100,10,1.0,0.2,0.675
0,0.2,5,0.05,100,50,0.01,0.0,0.4958
0,0.2,5,0.05,100,50,0.01,0.05,0.4982
0,0.2,5,0.05,100,50,0.01,0.2,0.4956
0,0.2,5,0.05,100,50,0.05,0.0,0.5096
0,0.2,5,0.05,100,50,0.05,0.05,0.5024
0,0.2,5,0.05,100,50,0.05,0.2,0.5136
0,0.2,5,0.05,100,50,0.2,0.0,0.6116
0,0.2,5,0.05,100,50,0.2,0.05,0.6154
0,0.2,5,0.05,100,50,0.2,0.2,0.6096
0,0.2,5,0.05,100,50,0.5,0.0,0.6214
0,0.2,5,0.05,100,50,0.5,0.05,0.6342
0,0.2,5,0.05,100,50,0.5,0.2,0.629
0,0.2,5,0.05,100,50,1.0,0.0,0.6374
0,0.2,5,0.05,100,50,1.0,0.05,0.642
0,0.2,5,0.05,100,50,1.0,0.2,0.6394
0,0.2,5,0.2,100,50,0.01,0.0,0.5074
0,0.2,5,0.2,100,50,0.01,0.05,0.4986
0,0.2,5,0.2,100,50,0.01,0.2,0.4912
0,0.2,5,0.2,100,50,0.05,0.0,0.5962
0,0.2,5,0.2,100,50,0.05,0.05,0.5922
0,0.2,5,0.2,100,50,0.05,0.2,0.5838
0,0.2,5,0.2,100,50,0.2,0.0,0.6274
0,0.2,5,0.2,100,50,0.2,0.05,0.6228
0,0.2,5,0.2,100,50,0.2,0.2,0.622
0,0.2,5,0.2,100,50,0.5,0.0,0.652
0,0.2,5,0.2,100,50,0.5,0.05,0.6384
0,0.2,5,0.2,100,50,0.5,0.2,0.6344
0,0.2,5,0.2,100,50,1.0,0.0,0.6548
0,0.2,5,0.2,100,50,1.0,0.05,0.6622
0,0.2,5,0.2,100,50,1.0,0.2,0.644
0,0.2,5,0.5,100,50,0.01,0.0,0.4938
0,0.2,5,0.5,100,50,0.01,0.05,0.4974
0,0.2,5,0.5,100,50,0.01,0.2,0.4906
0,0.2,5,0.5,100,50,0.05,0.0,0.5694
0,0.2,5,0.5,100,50,0.05,0.05,0.59
0,0.2,5,0.5,100,50,0.05,0.2,0.5716
0,0.2,5,0.5,100,50,0.2,0.0,0.632
0,0.2,5,0.5,100,50,0.2,0.05,0.6214
0,0.2,5,0.5,100,50,0.2,0.2,0.622
0,0.2,5,0.5,100,50,0.5,0.0,0.6498
0,0.2,5,0.5,100,50,0.5,0.05,0.647
0,0.2,5,0.5,100,50,0.5,0.2,0.6462
0,0.2,5,0.5,100,50,1.0,0.0,0.6736
0,0.2,5,0.5,100,50,1.0,0.05,0.6594
0,0.2,5,0.5,100,50,1.0,0.2,0.6674
0,0.2,5,0.05,100,100,0.01,0.0,0.4924
0,0.2,5,0.05,100,100,0.01,0.05,0.5036
0,0.2,5,0.05,100,100,0.01,0.2,0.4908
0,0.2,5,0.05,100,100,0.05,0.0,0.4932
0,0.2,5,0.05,100,100,0.05,0.05,0.4914
0,0.2,5,0.05,100,100,0.05,0.2,0.5016
0,0.2,5,0.05,100,100,0.2,0.0,0.617
0,0.2,5,0.05,100,100,0.2,0.05,0.6076
0,0.2,5,0.05,100,100,0.2,0.2,0.6156
0,0.2,5,0.05,100,100,0.5,0.0,0.6188
0,0.2,5,0.05,100,100,0.5,0.05,0.6234
0,0.2,5,0.05,100,100,0.5,0.2,0.6246
0,0.2,5,0.05,100,100,1.0,0.0,0.6324
0,0.2,5,0.05,100,100,1.0,0.05,0.6402
0,0.2,5,0.05,100,100,1.0,0.2,0.6296
0,0.2,5,0.2,100,100,0.01,0.0,0.495
0,0.2,5,0.2,100,100,0.01,0.05,0.5076
0,0.2,5,0.2,100,100,0.01,0.2,0.5064
0,0.2,5,0.2,100,100,0.05,0.0,0.5914
0,0.2,5,0.2,100,100,0.05,0.05,0.586
0,0.2,5,0.2,100,100,0.05,0.2,0.5816
0,0.2,5,0.2,100,100,0.2,0.0,0.6222
0,0.2,5,0.2,100,100,0.2,0.05,0.6336
0,0.2,5,0.2,100,100,0.2,0.2,0.6168
0,0.2,5,0.2,100,100,0.5,0.0,0.6384
0,0.2,5,0.2,100,100,0.5,0.05,0.6406
0,0.2,5,0.2,100,100,0.5,0.2,0.6326
0,0.2,5,0.2,100,100,1.0,0.0,0.6538
0,0.2,5,0.2,100,100,1.0,0.05,0.6526
0,0.2,5,0.2,100,100,1.0,0.2,0.6542
0,0.2,5,0.5,100,100,0.01,0.0,0.5
0,0.2,5,0.5,100,100,0.01,0.05,0.504
0,0.2,5,0.5,100,100,0.01,0.2,0.4842
0,0.2,5,0.5,100,100,0.05,0.0,0.5832
0,0.2,5,0.5,100,100,0.05,0.05,0.5862
0,0.2,5,0.5,100,100,0.05,0.2,0.5844
0,0.2,5,0.5,100,100,0.2,0.0,0.6
0,0.2,5,0.5,100,100,0.2,0.05,0.6082
0,0.2,5,0.5,100,100,0.2,0.2,0.6116
0,0.2,5,0.5,100,100,0.5,0.0,0.6348
0,0.2,5,0.5,100,100,0.5,0.05,0.6336
0,0.2,5,0.5,100,100,0.5,0.2,0.6288
0,0.2,5,0.5,100,100,1.0,0.0,0.655
0,0.2,5,0.5,100,100,1.0,0.05,0.6498
0,0.2,5,0.5,100,100,1.0,0.2,0.6444
0,0.2,10,0.05,100,1,0.01,0.0,0.4906
0,0.2,10,0.05,100,1,0.01,0.05,0.5142
0,0.2,10,0.05,100,1,0.01,0.2,0.5058
0,0.2,10,0.05,100,1,0.05,0.0,0.4996
0,0.2,10,0.05,100,1,0.05,0.05,0.5014
0,0.2,10,0.05,100,1,0.05,0.2,0.4902
0,0.2,10,0.05,100,1,0.2,0.0,0.508
0,0.2,10,0.05,100,1,0.2,0.05,0.4934
0,0.2,10,0.05,100,1,0.2,0.2,0.5102
0,0.2,10,0.05,100,1,0.5,0.0,0.509
0,0.2,10,0.05,100,1,0.5,0.05,0.489
0,0.2,10,0.05,100,1,0.5,0.2,0.4952
0,0.2,10,0.05,100,1,1.0,0.0,0.4996
0,0.2,10,0.05,100,1,1.0,0.05,0.4964
0,0.2,10,0.05,100,1,1.0,0.2,0.5106
0,0.2,10,0.2,100,1,0.01,0.0,0.497
0,0.2,10,0.2,100,1,0.01,0.05,0.5142
0,0.2,10,0.2,100,1,0.01,0.2,0.4898
0,0.2,10,0.2,100,1,0.05,0.0,0.494
0,0.2,10,0.2,100,1,0.05,0.05,0.5048
0,0.2,10,0.2,100,1,0.05,0.2,0.4954
0,0.2,10,0.2,100,1,0.2,0.0,0.4952
0,0.2,10,0.2,100,1,0.2,0.05,0.5072
0,0.2,10,0.2,100,1,0.2,0.2,0.5034
0,0.2,10,0.2,100,1,0.5,0.0,0.504
0,0.2,10,0.2,100,1,0.5,0.05,0.504
0,0.2,10,0.2,100,1,0.5,0.2,0.5014
0,0.2,10,0.2,100,1,1.0,0.0,0.5122
0,0.2,10,0.2,100,1,1.0,0.05,0.502
0,0.2,10,0.2,100,1,1.0,0.2,0.51
0,0.2,10,0.5,100,1,0.01,0.0,0.503
0,0.2,10,0.5,100,1,0.01,0.05,0.496
0,0.2,10,0.5,100,1,0.01,0.2,0.4852
0,0.2,10,0.5,100,1,0.05,0.0,0.5102
0,0.2,10,0.5,100,1,0.05,0.05,0.495
0,0.2,10,0.5,100,1,0.05,0.2,0.4898
0,0.2,10,0.5,100,1,0.2,0.0,0.5028
0,0.2,10,0.5,100,1,0.2,0.05,0.5022
0,0.2,10,0.5,100,1,0.2,0.2,0.503
0,0.2,10,0.5,100,1,0.5,0.0,0.5086
0,0.2,10,0.5,100,1,0.5,0.05,0.5088
0,0.2,10,0.5,100,1,0.5,0.2,0.5032
0,0.2,10,0.5,100,1,1.0,0.0,0.5182
0,0.2,10,0.5,100,1,1.0,0.05,0.5202
0,0.2,10,0.5,100,1,1.0,0.2,0.5094
0,0.2,10,0.05,100,5,0.01,0.0,0.5022
0,0.2,10,0.05,100,5,0.01,0.05,0.5154
0,0.2,10,0.05,100,5,0.01,0.2,0.4964
0,0.2,10,0.05,100,5,0.05,0.0,0.5066
0,0.2,10,0.05,100,5,0.05,0.05,0.498
0,0.2,10,0.05,100,5,0.05,0.2,0.4996
0,0.2,10,0.05,100,5,0.2,0.0,0.509
0,0.2,10,0.05,100,5,0.2,0.05,0.4978
0,0.2,10,0.05,100,5,0.2,0.2,0.5006
0,0.2,10,0.05,100,5,0.5,0.0,0.5158
0,0.2,10,0.05,100,5,0.5,0.05,0.521
0,0.2,10,0.05,100,5,0.5,0.2,0.5042
0,0.2,10,0.05,100,5,1.0,0.0,0.5154
0,0.2,10,0.05,100,5,1.0,0.05,0.5226
0,0.2,10,0.05,100,5,1.0,0.2,0.527
0,0.2,10,0.2,100,5,0.01,0.0,0.4998
0,0.2,10,0.2,100,5,0.01,0.05,0.5
0,0.2,10,0.2,100,5,0.01,0.2,0.4972
0,0.2,10,0.2,100,5,0.05,0.0,0.494
0,0.2,10,0.2,100,5,0.05,0.05,0.503
0,0.2,10,0.2,100,5,0.05,0.2,0.5036
0,0.2,10,0.2,100,5,0.2,0.0,0.5126
0,0.2,10,0.2,100,5,0.2,0.05,0.5004
0,0.2,10,0.2,100,5,0.2,0.2,0.5088
0,0.2,10,0.2,100,5,0.5,0.0,0.526
0,0.2,10,0.2,100,5,0.5,0.05,0.5146
0,0.2,10,0.2,100,5,0.5,0.2,0.5144
0,0.2,10,0.2,100,5,1.0,0.0,0.5462
0,0.2,10,0.2,100,5,1.0,0.05,0.5522
0,0.2,10,0.2,100,5,1.0,0.2,0.5298
0,0.2,10,0.5,100,5,0.01,0.0,0.4994
0,0.2,10,0.5,100,5,0.01,0.05,0.5026
0,0.2,10,0.5,100,5,0.01,0.2,0.5066
0,0.2,10,0.5,100,5,0.05,0.0,0.4996
0,0.2,10,0.5,100,5,0.05,0.05,0.49
0,0.2,10,0.5,100,5,0.05,0.2,0.4982
0,0.2,10,0.5,100,5,0.2,0.0,0.5258
0,0.2,10,0.5,100,5,0.2,0.05,0.514
0,0.2,10,0.5,100,5,0.2,0.2,0.5134
0,0.2,10,0.5,100,5,0.5,0.0,0.5512
0,0.2,10,0.5,100,5,0.5,0.05,0.5288
0,0.2,10,0.5,100,5,0.5,0.2,0.538
0,0.2,10,0.5,100,5,1.0,0.0,0.5728
0,0.2,10,0.5,100,5,1.0,0.05,0.5476
0,0.2,10,0.5,100,5,1.0,0.2,0.5428
0,0.2,10,0.05,100,10,0.01,0.0,0.4976
0,0.2,10,0.05,100,10,0.01,0.05,0.5056
0,0.2,10,0.05,100,10,0.01,0.2,0.4868
0,0.2,10,0.05,100,10,0.05,0.0,0.4966
0,0.2,10,0.05,100,10,0.05,0.05,0.488
0,0.2,10,0.05,100,10,0.05,0.2,0.5084
0,0.2,10,0.05,100,10,0.2,0.0,0.5036
0,0.2,10,0.05,100,10,0.2,0.05,0.5078
0,0.2,10,0.05,100,10,0.2,0.2,0.5062
0,0.2,10,0.05,100,10,0.5,0.0,0.508
0,0.2,10,0.05,100,10,0.5,0.05,0.4966
0,0.2,10,0.05,100,10,0.5,0.2,0.5136
0,0.2,10,0.05,100,10,1.0,0.0,0.5386
0,0.2,10,0.05,100,10,1.0,0.05,0.5272
0,0.2,10,0.05,100,10,1.0,0.2,0.5268
0,0.2,10,0.2,100,10,0.01,0.0,0.4986
0,0.2,10,0.2,100,10,0.01,0.05,0.504
0,0.2,10,0.2,100,10,0.01,0.2,0.499
0,0.2,10,0.2,100,10,0.05,0.0,0.5024
0,0.2,10,0.2,100,10,0.05,0.05,0.5038
0,0.2,10,0.2,100,10,0.05,0.2,0.5088
0,0.2,10,0.2,100,10,0.2,0.0,0.5248
0,0.2,10,0.2,100,10,0.2,0.05,0.5244
0,0.2,10,0.2,100,10,0.2,0.2,0.5124
0,0.2,10,0.2,100,10,0.5,0.0,0.5354
0,0.2,10,0.2,100,10,0.5,0.05,0.5482
0,0.2,10,0.2,100,10,0.5,0.2,0.5304
0,0.2,10,0.2,100,10,1.0,0.0,0.5618
0,0.2,10,0.2,100,10,1.0,0.05,0.566
0,0.2,10,0.2,100,10,1.0,0.2,0.561
0,0.2,10,0.5,100,10,0.01,0.0,0.4984
0,0.2,10,0.5,100,10,0.01,0.05,0.5006
0,0.2,10,0.5,100,10,0.01,0.2,0.5018
0,0.2,10,0.5,100,10,0.05,0.0,0.507
0,0.2,10,0.5,100,10,0.05,0.05,0.5088
0,0.2,10,0.5,100,10,0.05,0.2,0.5156
0,0.2,10,0.5,100,10,0.2,0.0,0.5226
0,0.2,10,0.5,100,10,0.2,0.05,0.5136
0,0.2,10,0.5,100,10,0.2,0.2,0.5172
0,0.2,10,0.5,100,10,0.5,0.0,0.5538
0,0.2,10,0.5,100,10,0.5,0.05,0.5494
0,0.2,10,0.5,100,10,0.5,0.2,0.5426
0,0.2,10,0.5,100,10,1.0,0.0,0.5788
0,0.2,10,0.5,100,10,1.0,0.05,0.5688
0,0.2,10,0.5,100,10,1.0,0.2,0.5714
0,0.2,10,0.05,100,50,0.01,0.0,0.5112
0,0.2,10,0.05,100,50,0.01,0.05,0.5064
0,0.2,10,0.05,100,50,0.01,0.2,0.5094
0,0.2,10,0.05,100,50,0.05,0.0,0.505
0,0.2,10,0.05,100,50,0.05,0.05,0.4856
0,0.2,10,0.05,100,50,0.05,0.2,0.4972
0,0.2,10,0.05,100,50,0.2,0.0,0.5182
0,0.2,10,0.05,100,50,0.2,0.05,0.5148
0,0.2,10,0.05,100,50,0.2,0.2,0.506
0,0.2,10,0.05,100,50,0.5,0.0,0.528
0,0.2,10,0.05,100,50,0.5,0.05,0.5326
0,0.2,10,0.05,100,50,0.5,0.2,0.5222
0,0.2,10,0.05,100,50,1.0,0.0,0.5868
0,0.2,10,0.05,100,50,1.0,0.05,0.5684
0,0.2,10,0.05,100,50,1.0,0.2,0.5748
0,0.2,10,0.2,100,50,0.01,0.0,0.5042
0,0.2,10,0.2,100,50,0.01,0.05,0.5094
0,0.2,10,0.2,100,50,0.01,0.2,0.5088
0,0.2,10,0.2,100,50,0.05,0.0,0.5204
0,0.2,10,0.2,100,50,0.05,0.05,0.522
0,0.2,10,0.2,100,50,0.05,0.2,0.499
0,0.2,10,0.2,100,50,0.2,0.0,0.5608
0,0.2,10,0.2,100,50,0.2,0.05,0.5364
0,0.2,10,0.2,100,50,0.2,0.2,0.5336
0,0.2,10,0.2,100,50,0.5,0.0,0.5732
0,0.2,10,0.2,100,50,0.5,0.05,0.5716
0,0.2,10,0.2,100,50,0.5,0.2,0.5652
0,0.2,10,0.2,100,50,1.0,0.0,0.5928
0,0.2,10,0.2,100,50,1.0,0.05,0.59
0,0.2,10,0.2,100,50,1.0,0.2,0.603
0,0.2,10,0.5,100,50,0.01,0.0,0.496
0,0.2,10,0.5,100,50,0.01,0.05,0.4964
0,0.2,10,0.5,100,50,0.01,0.2,0.5016
0,0.2,10,0.5,100,50,0.05,0.0,0.5246
0,0.2,10,0.5,100,50,0.05,0.05,0.5186
0,0.2,10,0.5,100,50,0.05,0.2,0.532
0,0.2,10,0.5,100,50,0.2,0.0,0.568
0,0.2,10,0.5,100,50,0.2,0.05,0.5522
0,0.2,10,0.5,100,50,0.2,0.2,0.5442
0,0.2,10,0.5,100,50,0.5,0.0,0.5832
0,0.2,10,0.5,100,50,0.5,0.05,0.596
0,0.2,10,0.5,100,50,0.5,0.2,0.5836
0,0.2,10,0.5,100,50,1.0,0.0,0.6092
0,0.2,10,0.5,100,50,1.0,0.05,0.5828
0,0.2,10,0.5,100,50,1.0,0.2,0.6016
0,0.2,10,0.05,100,100,0.01,0.0,0.5132
0,0.2,10,0.05,100,100,0.01,0.05,0.5018
0,0.2,10,0.05,100,100,0.01,0.2,0.493
0,0.2,10,0.05,100,100,0.05,0.0,0.4938
0,0.2,10,0.05,100,100,0.05,0.05,0.5042
0,0.2,10,0.05,100,100,0.05,0.2,0.5008
0,0.2,10,0.05,100,100,0.2,0.0,0.547
0,0.2,10,0.05,100,100,0.2,0.05,0.531
0,0.2,10,0.05,100,100,0.2,0.2,0.5274
0,0.2,10,0.05,100,100,0.5,0.0,0.5404
0,0.2,10,0.05,100,100,0.5,0.05,0.5502
0,0.2,10,0.05,100,100,0.5,0.2,0.5448
0,0.2,10,0.05,100,100,1.0,0.0,0.5674
0,0.2,10,0.05,100,100,1.0,0.05,0.5664
0,0.2,10,0.05,100,100,1.0,0.2,0.5642
0,0.2,10,0.2,100,100,0.01,0.0,0.4948
0,0.2,10,0.2,100,100,0.01,0.05,0.4998
0,0.2,10,0.2,100,100,0.01,0.2,0.5108
0,0.2,10,0.2,100,100,0.05,0.0,0.5286
0,0.2,10,0.2,100,100,0.05,0.05,0.5172
0,0.2,10,0.2,100,100,0.05,0.2,0.5186
0,0.2,10,0.2,100,100,0.2,0.0,0.5382
0,0.2,10,0.2,100,100,0.2,0.05,0.5692
0,0.2,10,0.2,100,100,0.2,0.2,0.5488
0,0.2,10,0.2,100,100,0.5,0.0,0.582
0,0.2,10,0.2,100,100,0.5,0.05,0.5724
0,0.2,10,0.2,100,100,0.5,0.2,0.5772
0,0.2,10,0.2,100,100,1.0,0.0,0.6104
0,0.2,10,0.2,100,100,1.0,0.05,0.5984
0,0.2,10,0.2,100,100,1.0,0.2,0.6034
0,0.2,10,0.5,100,100,0.01,0.0,0.5054
0,0.2,10,0.5,100,100,0.01,0.05,0.4958
0,0.2,10,0.5,100,100,0.01,0.2,0.5004
0,0.2,10,0.5,100,100,0.05,0.0,0.5172
0,0.2,10,0.5,100,100,0.05,0.05,0.5212
0,0.2,10,0.5,100,100,0.05,0.2,0.5174
0,0.2,10,0.5,100,100,0.2,0.0,0.5446
0,0.2,10,0.5,100,100,0.2,0.05,0.5618
0,0.2,10,0.5,100,100,0.2,0.2,0.5428
0,0.2,10,0.5,100,100,0.5,0.0,0.5896
0,0.2,10,0.5,100,100,0.5,0.05,0.585
0,0.2,10,0.5,100,100,0.5,0.2,0.5884
0,0.2,10,0.5,100,100,1.0,0.0,0.6034
0,0.2,10,0.5,100,100,1.0,0.05,0.6036
0,0.2,10,0.5,100,100,1.0,0.2,0.6074
